id,asins,brand,categories,colors,count,dateAdded,dateUpdated,descriptions,dimension,ean,features,flavors,imageURLs,isbn,keys,manufacturer,manufacturerNumber,merchants,name,prices.amountMin,prices.amountMax,prices.availability,prices.color,prices.condition,prices.count,prices.currency,prices.dateAdded,prices.dateSeen,prices.flavor,prices.isSale,prices.merchant,prices.offer,prices.returnPolicy,prices.shipping,prices.size,prices.source,prices.sourceURLs,prices.warranty,quantities,reviews,sizes,skus,sourceURLs,upc,vin,websiteIDs,weight
"AVpfDweJilAPnD_xUBrV",,"Filament","All Men's Shoes,Shoes,Men's Shoes,Clothing","Beige",,"2017-01-12T05:26:56Z","2017-01-12T05:26:56Z","[{""dateSeen"":[""2017-01-12T05:26:56Z""],""sourceURLs"":[""https://www.walmart.com/ip/Filament-Metric-Men-Round-Toe-Suede-Skate-Shoe/130332193""],""value"":""Important Made in USA Origin Disclaimer: For certain items sold by Walmart on Walmart.com, the displayed country of origin information may not be accurate or consistent with manufacturer information. For updated, accurate country of origin data, it is recommended that you rely on product packaging or manufacturer information. Brand Style - Filament Metric Width - Medium (D, M) True Color - Apple Cinnamon Upper Material - Suede Outsole Material - Rubber Heel Height - 1 Inches Brand Style - Filament Metric Width - Medium (D, M) True Color - Apple Cinnamon Upper Material - Suede Outsole Material - Rubber Heel Height - 1 Inches ps6972757""}]",,"0813726021736","[{""key"":""Material"",""value"":[""Suede""]},{""key"":""Gender"",""value"":[""Men""]},{""key"":""Size"",""value"":[""7""]},{""key"":""Color"",""value"":[""Beige""]},{""key"":""Model"",""value"":[""F161005-029""]},{""key"":""Manufacturer Part Number"",""value"":[""F161005-029""]},{""key"":""Brand"",""value"":[""Filament""]},{""key"":""Age Group"",""value"":[""Adult""]}]",,"https://i5.walmartimages.com/asr/1be177f9-e6ce-48c0-b16f-6def283aedb9_1.32d3d77d65ccc3179dea8de024d880f6.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF",,"0813726021736,filament/f161005029,813726021736","Filament","F161005-029","[{""dateSeen"":[""2017-01-12T05:26:56Z""],""name"":""Apparelsave""}]","Filament Metric Men  Round Toe Suede  Skate Shoe",13.99,13.99,,,"new",,"USD","2017-01-12T05:26:56Z","2017-01-11T00:00:00Z",,"true","ApparelSave - Walmart.com","CLEARANCE USD 49.01",,,,,"https://www.walmart.com/ip/Filament-Metric-Men-Round-Toe-Suede-Skate-Shoe/130332193",,,,"7",,"https://www.walmart.com/ip/Filament-Metric-Men-Round-Toe-Suede-Skate-Shoe/130332193","813726021736",,,
"AVpfDweJilAPnD_xUBrV",,"Filament","All Men's Shoes,Shoes,Men's Shoes,Clothing","Beige",,"2017-01-12T05:26:56Z","2017-01-12T05:26:56Z","[{""dateSeen"":[""2017-01-12T05:26:56Z""],""sourceURLs"":[""https://www.walmart.com/ip/Filament-Metric-Men-Round-Toe-Suede-Skate-Shoe/130332193""],""value"":""Important Made in USA Origin Disclaimer: For certain items sold by Walmart on Walmart.com, the displayed country of origin information may not be accurate or consistent with manufacturer information. For updated, accurate country of origin data, it is recommended that you rely on product packaging or manufacturer information. Brand Style - Filament Metric Width - Medium (D, M) True Color - Apple Cinnamon Upper Material - Suede Outsole Material - Rubber Heel Height - 1 Inches Brand Style - Filament Metric Width - Medium (D, M) True Color - Apple Cinnamon Upper Material - Suede Outsole Material - Rubber Heel Height - 1 Inches ps6972757""}]",,"0813726021736","[{""key"":""Material"",""value"":[""Suede""]},{""key"":""Gender"",""value"":[""Men""]},{""key"":""Size"",""value"":[""7""]},{""key"":""Color"",""value"":[""Beige""]},{""key"":""Model"",""value"":[""F161005-029""]},{""key"":""Manufacturer Part Number"",""value"":[""F161005-029""]},{""key"":""Brand"",""value"":[""Filament""]},{""key"":""Age Group"",""value"":[""Adult""]}]",,"https://i5.walmartimages.com/asr/1be177f9-e6ce-48c0-b16f-6def283aedb9_1.32d3d77d65ccc3179dea8de024d880f6.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF",,"0813726021736,filament/f161005029,813726021736","Filament","F161005-029","[{""dateSeen"":[""2017-01-12T05:26:56Z""],""name"":""Apparelsave""}]","Filament Metric Men  Round Toe Suede  Skate Shoe",23.99,23.99,,,"new",,"USD","2017-01-12T05:26:56Z","2016-10-04T00:00:00Z",,"true","ApparelSave - Walmart.com","CLEARANCE USD 39.01",,,,,"https://www.walmart.com/ip/Filament-Metric-Men-Round-Toe-Suede-Skate-Shoe/130332193",,,,"7",,"https://www.walmart.com/ip/Filament-Metric-Men-Round-Toe-Suede-Skate-Shoe/130332193","813726021736",,,
"AVpfDweJilAPnD_xUBrV",,"Filament","All Men's Shoes,Shoes,Men's Shoes,Clothing","Beige",,"2017-01-12T05:26:56Z","2017-01-12T05:26:56Z","[{""dateSeen"":[""2017-01-12T05:26:56Z""],""sourceURLs"":[""https://www.walmart.com/ip/Filament-Metric-Men-Round-Toe-Suede-Skate-Shoe/130332193""],""value"":""Important Made in USA Origin Disclaimer: For certain items sold by Walmart on Walmart.com, the displayed country of origin information may not be accurate or consistent with manufacturer information. For updated, accurate country of origin data, it is recommended that you rely on product packaging or manufacturer information. Brand Style - Filament Metric Width - Medium (D, M) True Color - Apple Cinnamon Upper Material - Suede Outsole Material - Rubber Heel Height - 1 Inches Brand Style - Filament Metric Width - Medium (D, M) True Color - Apple Cinnamon Upper Material - Suede Outsole Material - Rubber Heel Height - 1 Inches ps6972757""}]",,"0813726021736","[{""key"":""Material"",""value"":[""Suede""]},{""key"":""Gender"",""value"":[""Men""]},{""key"":""Size"",""value"":[""7""]},{""key"":""Color"",""value"":[""Beige""]},{""key"":""Model"",""value"":[""F161005-029""]},{""key"":""Manufacturer Part Number"",""value"":[""F161005-029""]},{""key"":""Brand"",""value"":[""Filament""]},{""key"":""Age Group"",""value"":[""Adult""]}]",,"https://i5.walmartimages.com/asr/1be177f9-e6ce-48c0-b16f-6def283aedb9_1.32d3d77d65ccc3179dea8de024d880f6.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF",,"0813726021736,filament/f161005029,813726021736","Filament","F161005-029","[{""dateSeen"":[""2017-01-12T05:26:56Z""],""name"":""Apparelsave""}]","Filament Metric Men  Round Toe Suede  Skate Shoe",22.99,22.99,,,"new",,"USD","2017-01-12T05:26:56Z","2016-11-05T00:00:00Z",,"true","ApparelSave - Walmart.com","CLEARANCE USD 40.01",,,,,"https://www.walmart.com/ip/Filament-Metric-Men-Round-Toe-Suede-Skate-Shoe/130332193",,,,"7",,"https://www.walmart.com/ip/Filament-Metric-Men-Round-Toe-Suede-Skate-Shoe/130332193","813726021736",,,
"AVpfB-8RLJeJML4303Xb",,"AMERICAN FIGHTER","Clothing, Shoes & Accessories,Men's Clothing,Shorts,Sporting Goods,Boxing, Martial Arts & MMA","Black",,"2016-03-30T19:15:31Z","2016-03-30T19:15:31Z",,,"0887872379096","[{""key"":""Style"",""value"":[""Board""]},{""key"":""Material"",""value"":[""100% Polyester""]},{""key"":""Condition"",""value"":[""New with tags""]}]",,"http://i.ebayimg.com/images/g/a6MAAOSw~OVW1MrZ/s-l300.jpg",,"0887872379096,887872379096,americanfighterbyafflictionnorthcreekboardshortsblackcamo38waist/121899874783",,,"[{""dateSeen"":[""2016-03-29T00:00:00Z""],""name"":""Mmasharp - Ebay.com""}]","American Fighter By Affliction North Creek Board Shorts Black Camo 38 Waist",48.00,48.00,,,"New with tags",,"USD","2016-03-30T19:15:31Z","2016-03-29T00:00:00Z",,"false",,,,"FREE",,,"http://www.ebay.com/itm/American-Fighter-by-Affliction-North-Creek-Board-Shorts-Black-Camo-38-waist-/121899874783?hash=item1c61cc79df:g:a6MAAOSw~OVW1MrZ",,,,,"[{""sourceURLs"":[""http://www.ebay.com/itm/American-Fighter-by-Affliction-North-Creek-Board-Shorts-Black-Camo-38-waist-/121899874783?hash=item1c61cc79df:g:a6MAAOSw~OVW1MrZ""],""value"":""121899874783""}]","http://www.ebay.com/itm/American-Fighter-by-Affliction-North-Creek-Board-Shorts-Black-Camo-38-waist-/121899874783?hash=item1c61cc79df:g:a6MAAOSw~OVW1MrZ","887872379096",,,
"AVpfJEaqLJeJML433Rz6",,"TOMS","Men's Casual Shoes,Shoes,Men's Shoes,Clothing",,,"2015-11-09T13:05:34Z","2016-03-12T03:33:31Z",,,"0810056014476","[{""key"":""Shipping Weight (in pounds)"",""value"":[""3.0""]}]",,"http://i5.walmartimages.com/dfw/dce07b8c-86b6/k2-_398f93d0-6861-40c6-892d-3c630c5e0db5.v1.jpg",,"810056014476,0810056014476",,,"[{""dateSeen"":[""2015-11-09T13:05:34Z""],""name"":""Virtual Exchanges Inc""}]","Toms Mens Classic Burlap Slip On Casual Loafer Shoe, Black, Us 9",45.90,45.90,,,,,"USD","2015-11-09T13:05:34Z","2016-03-11T00:00:00Z",,"true",,"REDUCED USD 8.10",,,,,"http://www.walmart.com/ip/Toms-Mens-Classic-Burlap-Slip-On-Casual-Loafer-Shoe-Black-US-9/47409791",,,,,,"http://www.walmart.com/ip/Toms-Mens-Classic-Burlap-Slip-On-Casual-Loafer-Shoe-Black-US-9/47409791","810056014476",,,"3.0 lbs"
"AVpfJEaqLJeJML433Rz6",,"TOMS","Men's Casual Shoes,Shoes,Men's Shoes,Clothing",,,"2015-11-09T13:05:34Z","2016-03-12T03:33:31Z",,,"0810056014476","[{""key"":""Shipping Weight (in pounds)"",""value"":[""3.0""]}]",,"http://i5.walmartimages.com/dfw/dce07b8c-86b6/k2-_398f93d0-6861-40c6-892d-3c630c5e0db5.v1.jpg",,"810056014476,0810056014476",,,"[{""dateSeen"":[""2015-11-09T13:05:34Z""],""name"":""Virtual Exchanges Inc""}]","Toms Mens Classic Burlap Slip On Casual Loafer Shoe, Black, Us 9",54.00,54.00,,,"new",,"USD","2015-11-09T13:05:34Z","2016-03-11T00:00:00Z",,"false","Virtual Exchanges Inc - Walmart.com","REDUCED USD 8.10",,,,,"http://www.walmart.com/ip/Toms-Mens-Classic-Burlap-Slip-On-Casual-Loafer-Shoe-Black-US-9/47409791",,,,,,"http://www.walmart.com/ip/Toms-Mens-Classic-Burlap-Slip-On-Casual-Loafer-Shoe-Black-US-9/47409791","810056014476",,,"3.0 lbs"
"AVpfIBrDilAPnD_xVevt",,"Maui Jim","Clothing, Shoes, Accessories,Men's Sunglasses","BLACK",,"2016-02-14T11:26:06Z","2016-02-14T11:26:06Z",,,"0603429028541","[{""key"":""Colour"",""value"":[""BLACK""]},{""key"":""Condition"",""value"":[""New with tags""]}]",,"http://i.ebayimg.com/00/s/MTAwMFgxMDAw/z/V~8AAOSwhkRWgPUI/$_10.JPG",,"polarizedsunglassesmauijimbambooforest41502jnew/121850703234,0603429028541",,,"[{""dateSeen"":[""2016-02-12T00:00:00Z""],""name"":""High-quality-optics-from-italyhigh-quality-optics-from-italy - Ebay.com""}]","Polarized Sunglasses Maui Jim Bamboo Forest 415 02 J New",279.00,279.00,,,"New with tags",,"AUD","2016-02-14T11:26:06Z","2016-02-12T00:00:00Z",,"false",,,,"AUD 25.00",,,"http://www.ebay.com.au/itm/Polarized-Sunglasses-Maui-Jim-Bamboo-Forest-415-02-j-new-/121850703234?hash=item1c5ede2d82:g:V~8AAOSwhkRWgPUI",,,,,"[{""sourceURLs"":[""http://www.ebay.com.au/itm/Polarized-Sunglasses-Maui-Jim-Bamboo-Forest-415-02-j-new-/121850703234?hash=item1c5ede2d82:g:V~8AAOSwhkRWgPUI""],""value"":""121850703234""}]","http://www.ebay.com.au/itm/Polarized-Sunglasses-Maui-Jim-Bamboo-Forest-415-02-j-new-/121850703234?hash=item1c5ede2d82:g:V~8AAOSwhkRWgPUI",,,,
"AVpe7Bp0ilAPnD_xQ8Sh",,"VENUM","Clothing, Shoes & Accessories,Men's Clothing,Shorts,Sporting Goods,Boxing, Martial Arts & MMA","Black",,"2016-03-30T19:44:40Z","2016-03-30T19:44:40Z",,,"3611441449272","[{""key"":""Style"",""value"":[""Spats""]},{""key"":""Material"",""value"":[""4-way stretch fabric""]},{""key"":""Condition"",""value"":[""New with tags""]}]",,"http://i.ebayimg.com/images/g/8iwAAOSwzvlW9ar5/s-l300.jpg,http://i.ebayimg.com/images/g/8iwAAOSwzvlW9ar5/s-l64.jpg,http://i.ebayimg.com/images/g/PnwAAOSwZ8ZW9ar8/s-l64.jpg,http://i.ebayimg.com/images/g/kT0AAOSwI3RW9ar~/s-l64.jpg",,"3611441449272,venummenskoicompressionpantsspatsmmablackmedium/111947876490",,,"[{""dateSeen"":[""2016-03-29T00:00:00Z""],""name"":""Mmasharp - Ebay.com""}]","Venum Men's Koi Compression Pants Spats Mma Black Medium",59.99,59.99,,,"New with tags",,"USD","2016-03-30T19:44:40Z","2016-03-29T00:00:00Z",,"false",,,,"FREE",,,"http://www.ebay.com/itm/Venum-Mens-Koi-Compression-Pants-Spats-MMA-Black-Medium-/111947876490?hash=item1a109d088a:g:8iwAAOSwzvlW9ar5",,,,,"[{""sourceURLs"":[""http://www.ebay.com/itm/Venum-Mens-Koi-Compression-Pants-Spats-MMA-Black-Medium-/111947876490?hash=item1a109d088a:g:8iwAAOSwzvlW9ar5""],""value"":""111947876490""}]","http://www.ebay.com/itm/Venum-Mens-Koi-Compression-Pants-Spats-MMA-Black-Medium-/111947876490?hash=item1a109d088a:g:8iwAAOSwzvlW9ar5",,,,
"AVpfJHn81cnluZ0-e0n7",,"Azzuro","All Men's Clothing,Men's Clothing,Men's Outerwear,Clothing, Shoes & Jewelry,Clothing",,,"2016-01-02T03:16:46Z","2016-04-06T03:29:46Z",,"10.5 in x 11.25 in x 1.2 in",,,,"http://c.shld.net/rpx/i/s/pi/mp/29267/prod_4732105823?src=http%3A%2F%2Fm2.uxcell.com%2Fphoto_new%2F20140915%2Fg%2Fux_a14091500ux0496_ux_g03.jpg&d=92771fce24f2f4ae8c97ef99224e1e2fa8295c69",,"azzurocozyfitnotchedlapellongsleeveblazerjacketformennavyblueblacks/spm7881523223,azzuro/a14091500ux0496",,"a14091500ux0496",,"Azzuro Cozy Fit Notched Lapel Long Sleeve Blazer Jacket For Men Navy Blue Black S",68.99,68.99,,,,,"USD","2016-01-02T03:16:46Z","2016-03-31T00:00:00Z",,"false","Unique Bargains",,,,,,"http://www.sears.com/content/pdp/products/pricing/v1/get/price/display/json?pid=SPM7881523223&pidType=0&priceMatch=Y&memberStatus=G&storeId=10153",,,,,"[{""sourceURLs"":[""http://www.sears.com/content/pdp/products/pricing/v1/get/price/display/json?pid=SPM7881523223&pidType=0&priceMatch=Y&memberStatus=G&storeId=10153""],""value"":""SPM7881523223""}]","http://www.sears.com/content/pdp/config/products/v1/products/SPM7881523223?site=sears,http://www.sears.com/content/pdp/products/pricing/v1/get/price/display/json?pid=SPM7881523223&pidType=0&priceMatch=Y&memberStatus=G&storeId=10153",,,,
"AVpfJHn81cnluZ0-e0n7",,"Azzuro","All Men's Clothing,Men's Clothing,Men's Outerwear,Clothing, Shoes & Jewelry,Clothing",,,"2016-01-02T03:16:46Z","2016-04-06T03:29:46Z",,"10.5 in x 11.25 in x 1.2 in",,,,"http://c.shld.net/rpx/i/s/pi/mp/29267/prod_4732105823?src=http%3A%2F%2Fm2.uxcell.com%2Fphoto_new%2F20140915%2Fg%2Fux_a14091500ux0496_ux_g03.jpg&d=92771fce24f2f4ae8c97ef99224e1e2fa8295c69",,"azzurocozyfitnotchedlapellongsleeveblazerjacketformennavyblueblacks/spm7881523223,azzuro/a14091500ux0496",,"a14091500ux0496",,"Azzuro Cozy Fit Notched Lapel Long Sleeve Blazer Jacket For Men Navy Blue Black S",33.99,33.99,,,,,"USD","2016-01-02T03:16:46Z","2016-03-31T00:00:00Z",,"true","Unique Bargains",,,,,,"http://www.sears.com/content/pdp/products/pricing/v1/get/price/display/json?pid=SPM7881523223&pidType=0&priceMatch=Y&memberStatus=G&storeId=10153",,,,,"[{""sourceURLs"":[""http://www.sears.com/content/pdp/products/pricing/v1/get/price/display/json?pid=SPM7881523223&pidType=0&priceMatch=Y&memberStatus=G&storeId=10153""],""value"":""SPM7881523223""}]","http://www.sears.com/content/pdp/config/products/v1/products/SPM7881523223?site=sears,http://www.sears.com/content/pdp/products/pricing/v1/get/price/display/json?pid=SPM7881523223&pidType=0&priceMatch=Y&memberStatus=G&storeId=10153",,,,
"AVpfEsCZ1cnluZ0-dUFR",,"adidas","Sporting Goods,Team Sports,Basketball,Clothing, Shoes & Accessories,Shoes,Men","Black",,"2016-03-04T05:29:39Z","2016-03-04T05:29:39Z",,,"0660418262973","[{""key"":""Condition"",""value"":[""New with box""]}]",,"http://i.ebayimg.com/images/g/11AAAOSw~bFWOix9/s-l300.jpg",,"newmensadidastsbouncecommanderblackbasketballshoessize1012nib/131731151807,660418262973,0660418262973",,,"[{""dateSeen"":[""2016-02-27T00:00:00Z""],""name"":""Desportz - Ebay.com""}]","New Mens Adidas Ts Bounce Commander Black Basketball Shoes Size 10 1/2 Nib",14.99,14.99,,,"New with box",,"USD","2016-03-04T05:29:39Z","2016-02-27T00:00:00Z",,"false",,"winning bid",,,,,"http://www.ebay.com/itm/NEW-MENS-ADIDAS-TS-BOUNCE-COMMANDER-BLACK-BASKETBALL-SHOES-SIZE-10-1-2-NIB-/131731151807?hash=item1eabc9dbbf:g:11AAAOSw~bFWOix9",,,,"11.5","[{""sourceURLs"":[""http://www.ebay.com/itm/NEW-MENS-ADIDAS-TS-BOUNCE-COMMANDER-BLACK-BASKETBALL-SHOES-SIZE-10-1-2-NIB-/131731151807?hash=item1eabc9dbbf:g:11AAAOSw~bFWOix9""],""value"":""131731151807""}]","http://www.ebay.com/itm/NEW-MENS-ADIDAS-TS-BOUNCE-COMMANDER-BLACK-BASKETBALL-SHOES-SIZE-10-1-2-NIB-/131731151807?hash=item1eabc9dbbf:g:11AAAOSw~bFWOix9","660418262973",,,
"AVpfJJUsilAPnD_xV3O7",,"Vine Branch","Clothing, Shoes & Accessories,Men's Accessories,Backpacks, Bags & Briefcases",,,"2016-04-01T19:41:33Z","2016-04-01T19:41:33Z",,,"0799471874936","[{""key"":""EAN"",""value"":[""0799471874936""]},{""key"":""Condition"",""value"":[""New with tags""]}]",,"http://i.ebayimg.com/images/g/4xYAAOSwKrhVfG6W/s-l300.jpg,http://i.ebayimg.com/images/g/4xYAAOSwKrhVfG6W/s-l64.jpg,http://i.ebayimg.com/images/g/YoMAAOSw~OdVfG6X/s-l64.jpg",,"0799471874936,799471874936,genuineleatherbackpackchestpackdaypackslingbagshoulderbagnew/281721833452",,"Does Not Apply","[{""dateSeen"":[""2016-04-01T00:00:00Z""],""name"":""Fanteller - Ebay.com""}]","Genuine Leather Backpack Chest Pack Daypack Sling Bag Shoulder Bag New",30.00,30.00,,,"New with tags",,"USD","2016-04-01T19:41:33Z","2016-04-01T00:00:00Z",,"false",,,,"FREE",,,"http://www.ebay.com/itm/Genuine-Leather-Backpack-Chest-Pack-Daypack-Sling-Bag-Shoulder-Bag-New-/281721833452?hash=item4197ee07ec:g:4xYAAOSwKrhVfG6W",,,,,"[{""sourceURLs"":[""http://www.ebay.com/itm/Genuine-Leather-Backpack-Chest-Pack-Daypack-Sling-Bag-Shoulder-Bag-New-/281721833452?hash=item4197ee07ec:g:4xYAAOSwKrhVfG6W""],""value"":""281721833452""}]","http://www.ebay.com/itm/Genuine-Leather-Backpack-Chest-Pack-Daypack-Sling-Bag-Shoulder-Bag-New-/281721833452?hash=item4197ee07ec:g:4xYAAOSwKrhVfG6W","799471874936",,,
"AVpfAqU7LJeJML430ZHS","B0108EOKQW",,"Athletic,Men,Shoes,Shoes & Handbags","Blue,Black",,"2015-11-16T02:54:29Z","2016-05-06T16:24:06Z",,,,,,"http://ecx.images-amazon.com/images/I/51ZT5sIBkuL._SY300_.jpg,http://ecx.images-amazon.com/images/I/51sNkT-7bkL._SS40_.jpg,http://ecx.images-amazon.com/images/I/41uRKlmrK8L._SS40_.jpg,https://images-na.ssl-images-amazon.com/images/I/51hbHT9OFOL._SS40_.jpg,http://ecx.images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg,https://images-na.ssl-images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg,https://images-na.ssl-images-amazon.com/images/I/51sNkT-7bkL._SS40_.jpg,http://ecx.images-amazon.com/images/I/51h0Pre%2BpRL._SS40_.jpg,http://ecx.images-amazon.com/images/I/51ZT5sIBkuL._SY300_QL70_.jpg,https://images-na.ssl-images-amazon.com/images/I/61V2VX14eXL._SS40_.jpg,http://ecx.images-amazon.com/images/I/51hbHT9OFOL._SS40_.jpg,http://ecx.images-amazon.com/images/I/61V2VX14eXL._SS40_.jpg,http://ecx.images-amazon.com/images/I/51ZT5sIBkuL._SS40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41uRKlmrK8L._SS40_.jpg,https://images-na.ssl-images-amazon.com/images/I/51ZT5sIBkuL._SY300_QL70_.jpg,https://images-na.ssl-images-amazon.com/images/I/51h0Pre%2BpRL._SS40_.jpg,https://images-na.ssl-images-amazon.com/images/I/51ZT5sIBkuL._SS40_.jpg",,"sofiamoremensshoescasualcanvasslippersblackblue/b0108eokqw,sofiamore/66462310248","SOFIAMORE","66462310248","[{""dateSeen"":[""2016-04-28T00:00:00Z""],""name"":""Amazon.ca""}]","Sofiamore? Men's Shoes Casual Canvas Slippers Black/blue",42.79,42.79,,,"new",,"CAD","2015-11-16T02:54:29Z","2015-11-14T00:00:00Z",,"false","Amazon.ca",,,"free",,,"https://www.amazon.ca/SOFIAMORE-Shoes-Casual-Canvas-Slippers/dp/B0108EPES0,http://www.amazon.ca/SOFIAMORE-Shoes-Casual-Canvas-Slippers/dp/B0108EPES0",,,,,,"http://www.amazon.ca/SOFIAMORE-Shoes-Casual-Canvas-Slippers/dp/B0108EPES0,https://www.amazon.ca/SOFIAMORE-Shoes-Casual-Canvas-Slippers/dp/B0108EPES0",,,,"499 g"
"AVpfElTsLJeJML431wPt",,"Robert Wayne","Men's Casual Shoes,Shoes,Men's Shoes,Clothing","Beige",,"2017-01-12T06:13:15Z","2017-01-12T06:13:15Z","[{""dateSeen"":[""2017-01-12T06:13:15Z""],""sourceURLs"":[""https://www.walmart.com/ip/Robert-Wayne-Highway-Men-US-11-Nude-Loafer/54110385""],""value"":""Important Made in USA Origin Disclaimer: For certain items sold by Walmart on Walmart.com, the displayed country of origin information may not be accurate or consistent with manufacturer information. For updated, accurate country of origin data, it is recommended that you rely on product packaging or manufacturer information. Brand Style - Robert Wayne Highway Width - Medium (D, M) True Color - Winter Sand Upper Material - Fabric Outsole Material - Man-Made Heel Height - 0.25 Inches Brand Style - Robert Wayne Highway Width - Medium (D, M) True Color - Winter Sand Upper Material - Fabric Outsole Material - Man-Made Heel Height - 0.25 Inches Find high-quality Robert Wayne shoes with great prices at our store. We carry the very best shoes, boots, and sandals ranging from dress to casual to athletic while offering fast shipping to almost anywhere in the world. Included in our selection are the excellent Robert Wayne shoes. These feature the ideal combination of style, comfort, and lasting wear available anywhere. You can depend on us for quality footwear. ps6776847""}]",,"0840644122627","[{""key"":""Heel Height"",""value"":[""Flat (0 to 1/2 in.)""]},{""key"":""Material"",""value"":[""Canvas""]},{""key"":""Gender"",""value"":[""Men""]},{""key"":""Shoe Size"",""value"":[""11""]},{""key"":""Size"",""value"":[""11""]},{""key"":""Color"",""value"":[""Beige""]},{""key"":""Model"",""value"":[""HIGHWAY-WINSAN""]},{""key"":""Casual & Dress Shoe Style"",""value"":[""Loafers & Slip Ons""]},{""key"":""Manufacturer Part Number"",""value"":[""HIGHWAY-WINSAN""]},{""key"":""Brand"",""value"":[""Robert Wayne""]},{""key"":""Age Group"",""value"":[""Adult""]},{""key"":""Shoe Width"",""value"":[""D(M)""]}]",,"https://i5.walmartimages.com/asr/8ddf4705-bcc2-4fd0-a56d-e3691cb00bb3_1.1e168531cbdd1c085d903cd4f3acf005.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF",,"0840644122627,840644122627,robertwayne/highwaywinsan","Robert Wayne","HIGHWAY-WINSAN","[{""dateSeen"":[""2017-01-12T06:13:15Z""],""name"":""Apparelsave""}]","Robert Wayne Highway Men  Round Toe Canvas  Loafer",43.98,43.98,,,,,"USD","2017-01-12T06:13:15Z","2016-11-09T00:00:00Z",,"true",,"CLEARANCE USD 66.02",,,,,"https://www.walmart.com/ip/Robert-Wayne-Highway-Men-US-11-Nude-Loafer/54110385",,,,"11.5,13,11,12",,"https://www.walmart.com/ip/Robert-Wayne-Highway-Men-US-11-Nude-Loafer/54110385","840644122627",,,
"AVpfElTsLJeJML431wPt",,"Robert Wayne","Men's Casual Shoes,Shoes,Men's Shoes,Clothing","Beige",,"2017-01-12T06:13:15Z","2017-01-12T06:13:15Z","[{""dateSeen"":[""2017-01-12T06:13:15Z""],""sourceURLs"":[""https://www.walmart.com/ip/Robert-Wayne-Highway-Men-US-11-Nude-Loafer/54110385""],""value"":""Important Made in USA Origin Disclaimer: For certain items sold by Walmart on Walmart.com, the displayed country of origin information may not be accurate or consistent with manufacturer information. For updated, accurate country of origin data, it is recommended that you rely on product packaging or manufacturer information. Brand Style - Robert Wayne Highway Width - Medium (D, M) True Color - Winter Sand Upper Material - Fabric Outsole Material - Man-Made Heel Height - 0.25 Inches Brand Style - Robert Wayne Highway Width - Medium (D, M) True Color - Winter Sand Upper Material - Fabric Outsole Material - Man-Made Heel Height - 0.25 Inches Find high-quality Robert Wayne shoes with great prices at our store. We carry the very best shoes, boots, and sandals ranging from dress to casual to athletic while offering fast shipping to almost anywhere in the world. Included in our selection are the excellent Robert Wayne shoes. These feature the ideal combination of style, comfort, and lasting wear available anywhere. You can depend on us for quality footwear. ps6776847""}]",,"0840644122627","[{""key"":""Heel Height"",""value"":[""Flat (0 to 1/2 in.)""]},{""key"":""Material"",""value"":[""Canvas""]},{""key"":""Gender"",""value"":[""Men""]},{""key"":""Shoe Size"",""value"":[""11""]},{""key"":""Size"",""value"":[""11""]},{""key"":""Color"",""value"":[""Beige""]},{""key"":""Model"",""value"":[""HIGHWAY-WINSAN""]},{""key"":""Casual & Dress Shoe Style"",""value"":[""Loafers & Slip Ons""]},{""key"":""Manufacturer Part Number"",""value"":[""HIGHWAY-WINSAN""]},{""key"":""Brand"",""value"":[""Robert Wayne""]},{""key"":""Age Group"",""value"":[""Adult""]},{""key"":""Shoe Width"",""value"":[""D(M)""]}]",,"https://i5.walmartimages.com/asr/8ddf4705-bcc2-4fd0-a56d-e3691cb00bb3_1.1e168531cbdd1c085d903cd4f3acf005.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF",,"0840644122627,840644122627,robertwayne/highwaywinsan","Robert Wayne","HIGHWAY-WINSAN","[{""dateSeen"":[""2017-01-12T06:13:15Z""],""name"":""Apparelsave""}]","Robert Wayne Highway Men  Round Toe Canvas  Loafer",110.00,110.00,,,"new",,"USD","2017-01-12T06:13:15Z","2016-11-05T00:00:00Z",,"false","ApparelSave - Walmart.com","CLEARANCE USD 66.02",,,,,"https://www.walmart.com/ip/Robert-Wayne-Highway-Men-US-11-Nude-Loafer/54110385",,,,"11.5,13,11,12",,"https://www.walmart.com/ip/Robert-Wayne-Highway-Men-US-11-Nude-Loafer/54110385","840644122627",,,
